Id,Date
328,2004-03-13
329,2005-03-03
330,2005-02-09
331,2004-03-14
332,2005-03-17
333,2005-01-27
334,2004-03-27
335,2004-04-27
336,2005-03-02
337,2004-05-12
338,2005-01-26
339,2004-06-03
340,2005-01-22
341,2005-03-06
342,2005-02-13
343,2005-03-16
344,2004-05-26
345,2005-02-10
346,2005-02-07
347,2004-05-06
348,2004-04-13
349,2004-04-11
350,2004-05-17
351,2005-02-17
352,2005-02-05
353,2005-01-31
354,2004-06-01
355,2004-03-12
356,2004-05-23
357,2004-05-13
358,2004-04-30
359,2005-02-16
360,2004-05-20
361,2005-01-21
362,2004-04-19
363,2004-03-15
364,2005-02-01
365,2004-03-18
366,2004-04-12
367,2004-04-22
368,2004-04-29
369,2004-04-20
370,2004-04-15
371,2005-02-11
372,2004-05-24
373,2004-03-19
374,2005-01-29
375,2005-02-20
376,2005-02-04
377,2004-04-14
378,2004-05-30
379,2004-03-28
380,2004-05-22
381,2004-04-04
382,2005-02-18
383,2004-05-10
384,2004-04-24
385,2004-03-29
386,2004-05-01
387,2004-05-28
388,2004-03-30
389,2004-04-01
390,2005-01-28
391,2004-04-05
392,2004-03-17
393,2004-04-23
394,2005-02-03
395,2004-04-06
396,2004-05-21
397,2005-01-24
398,2004-05-08
399,2004-03-21
400,2004-05-19
401,2004-03-31
402,2004-03-22
403,2005-03-08
404,2005-02-26
405,2004-05-27
406,2004-04-07
407,2005-03-14
408,2005-02-27
409,2004-05-09
410,2004-05-15
411,2005-02-12
412,2005-03-12
413,2005-02-21
414,2017-08-16
415,2017-08-19
416,2017-10-07
417,2017-09-10
418,2017-09-21
419,2017-10-28
420,2017-08-26
421,2017-08-14
422,2017-08-30
423,2017-08-31
424,2017-10-18
425,2017-10-13
426,2017-10-12
427,2017-10-10
428,2017-10-11
429,2017-10-20
430,2017-09-19
431,2017-10-09
432,2017-10-02
433,2017-08-15
434,2017-08-29
435,2017-10-23
436,2017-10-04
437,2017-09-27
438,2017-08-23
439,2017-08-12
440,2017-10-19
441,2017-09-02
442,2017-08-24
443,2017-09-28
444,2017-09-25
445,2017-09-03
446,2017-09-06
447,2017-08-17
448,2017-09-29
449,2017-08-27
450,2017-09-23
451,2017-09-08
452,2017-10-05
453,2017-10-14
454,2017-08-28
455,2017-08-20
456,2017-09-14
457,2017-08-21
458,2017-09-17
459,2017-10-31
460,2017-09-22
461,2017-11-01
462,2017-09-26
463,2017-08-13
464,2017-09-16
465,2017-10-16
466,2017-10-24
467,2017-09-01
468,2017-08-25
469,2017-09-09
470,2017-10-26
471,2017-10-15
472,2017-09-15
473,2017-09-05
474,2017-09-24
475,2017-10-30
476,2017-09-18
477,2017-09-12
478,2017-08-11
479,2017-08-22
480,2017-09-04
481,2017-09-20
482,2017-10-29
483,2017-08-18
484,2017-09-13
485,2017-09-30
486,2017-10-25
487,2017-09-11
488,2017-10-01
489,2017-09-07
490,2017-10-21
491,2017-10-06
492,2017-10-27
493,2017-10-22
494,2017-10-17
495,2017-10-08
496,2017-11-02
497,2017-10-03
498,2017-08-10
499,2017-08-01
500,2017-07-23
501,2017-07-30
502,2017-11-23
503,2017-08-08
504,2017-07-31
505,2017-11-12
506,2017-08-05
507,2017-11-11
508,2017-11-08
509,2017-11-07
510,2017-11-19
511,2017-11-05
512,2017-11-20
513,2017-11-16
514,2017-07-24
515,2017-07-29
516,2017-11-21
517,2017-08-09
518,2017-11-10
519,2017-07-22
520,2017-11-09
521,2017-11-18
522,2017-08-03
523,2017-08-07
524,2017-11-22
525,2017-07-21
526,2017-11-06
527,2017-08-06
528,2017-11-15
529,2017-08-02
530,2017-11-17
531,2017-07-26
532,2017-11-03
533,2017-11-04
534,2017-08-04
535,2017-11-14
536,2017-07-28
537,2017-07-27
538,2017-07-25
539,2017-11-13
540,2017-11-29
541,2017-11-28
542,2017-11-26
543,2017-11-25
544,2017-11-24
545,2017-11-27
546,2017-11-30
547,2017-07-20
548,2017-07-13
549,2017-07-11
550,2017-07-14
551,2017-07-10
552,2017-07-07
553,2017-07-15
554,2017-07-18
555,2017-07-12
556,2017-07-19
557,2017-07-09
558,2017-07-16
559,2017-07-08
560,2017-07-17
561,2017-12-07
562,2017-12-21
563,2017-07-04
564,2017-12-19
565,2017-12-04
566,2017-12-12
567,2017-12-03
568,2017-12-14
569,2017-07-01
570,2017-12-17
571,2017-12-08
572,2017-12-09
573,2017-12-10
574,2017-12-18
575,2017-07-03
576,2017-07-05
577,2017-12-02
578,2017-12-15
579,2017-12-11
580,2017-12-16
581,2017-07-06
582,2017-06-30
583,2017-12-01
584,2017-12-05
585,2017-07-02
586,2017-12-06
587,2017-12-20
588,2017-12-13
589,2017-06-29
590,2017-06-28
591,2017-06-08
592,2017-06-17
593,2017-06-11
594,2017-06-26
595,2017-06-12
596,2017-06-25
597,2017-06-24
598,2017-06-27
599,2017-06-14
600,2017-06-22
601,2017-06-18
602,2017-06-16
603,2017-06-05
604,2017-06-02
605,2017-06-19
606,2017-06-23
607,2017-06-15
608,2017-06-21
609,2017-06-07
610,2017-06-09
611,2017-06-04
612,2017-06-10
613,2017-06-06
614,2017-06-20
615,2017-06-03
616,2017-06-13
617,2017-05-15
618,2017-05-22
619,2017-05-30
620,2017-05-17
621,2017-05-21
622,2017-05-23
623,2017-05-05
624,2017-05-19
625,2017-05-26
626,2017-05-20
627,2017-05-18
628,2017-05-27
629,2017-05-25
630,2017-05-07
631,2017-05-13
632,2017-05-31
633,2017-05-24
634,2017-06-01
635,2017-05-08
636,2017-05-16
637,2017-05-06
638,2017-05-12
639,2017-05-28
640,2017-05-11
641,2017-05-29
642,2017-05-09
643,2017-05-14
644,2017-05-10
645,2017-04-13
646,2017-04-09
647,2017-04-02
648,2017-04-28
649,2017-05-01
650,2017-04-23
651,2017-04-08
652,2017-04-12
653,2017-04-25
654,2017-04-04
655,2017-04-03
656,2017-04-18
657,2017-05-04
658,2017-04-11
659,2017-04-17
660,2017-04-01
661,2017-05-03
662,2017-04-20
663,2017-04-15
664,2017-04-07
665,2017-04-27
666,2017-04-24
667,2017-04-10
668,2017-04-22
669,2017-04-06
670,2017-04-05
671,2017-03-31
672,2017-04-16
673,2017-04-26
674,2017-05-02
675,2017-04-19
676,2017-04-30
677,2017-04-29
678,2017-04-21
679,2017-04-14
680,2017-03-18
681,2017-02-13
682,2017-03-17
683,2002-09-07
684,2002-09-21
685,2002-10-22
686,2002-09-20
687,2002-10-07
688,2002-10-26
689,2002-10-03
690,2002-11-11
691,2002-11-09
692,2002-10-08
693,2002-10-02
694,2002-09-26
695,2002-11-01
696,2002-10-10
697,2002-10-25
698,2002-10-14
699,2002-09-13
700,2002-11-13
701,2002-09-10
702,2002-09-08
703,2002-10-21
704,2002-11-14
705,2002-09-25
706,2002-10-30
707,2002-10-31
708,2002-10-06
709,2002-10-23
710,2002-10-09
711,2002-10-12
712,2002-10-20
713,2002-09-30
714,2002-11-26
715,2002-09-09
716,2002-09-18
717,2002-11-04
718,2002-11-15
719,2002-09-23
720,2002-10-27
721,2002-10-11
722,2002-11-21
723,2002-09-22
724,2002-10-18
725,2002-09-16
726,2002-09-12
727,2002-10-19
728,2002-11-20
729,2002-11-12
730,2002-09-15
731,2002-10-01
732,2002-11-05
733,2002-10-29
734,2002-11-08
735,2002-09-28
736,2002-09-27
737,2002-11-16
738,2002-11-10
739,2002-10-28
740,2002-09-17
741,2002-10-13
742,2002-11-19
743,2002-09-19
744,2002-11-02
745,2002-11-06
746,2002-11-22
747,2002-10-24
748,2002-11-17
749,2002-11-24
750,2002-09-11
751,2002-10-15
752,2002-10-05
753,2002-09-24
754,2002-10-16
755,2002-10-04
756,2002-11-25
757,2002-09-29
758,2002-11-23
759,2002-11-07
760,2002-10-17
761,2002-09-06
762,2002-11-03
763,2002-09-14
764,2002-11-18
765,2002-08-17
766,2002-08-18
767,2003-01-26
768,2002-12-18
769,2002-12-02
770,2003-02-09
771,2002-08-25
772,2003-02-03
773,2002-08-12
774,2002-08-15
775,2002-09-04
776,2003-01-09
777,2003-02-02
778,2003-02-07
779,2002-05-26
780,2002-08-31
781,2003-02-05
782,2002-05-20
783,2002-05-27
784,2003-01-18
785,2002-08-04
786,2002-09-05
787,2002-09-02
788,2002-08-28
789,2002-12-16
790,2003-01-23
791,2003-02-01
792,2002-08-26
793,2002-08-22
794,2002-05-18
795,2003-01-24
796,2003-01-11
797,2002-05-24
798,2003-01-17
799,2002-08-16
800,2002-05-16
801,2002-12-07
802,2002-08-19
803,2002-05-21
804,2003-01-07
805,2002-05-22
806,2002-09-01
807,2002-08-24
808,2003-01-29
809,2003-01-15
810,2002-08-06
811,2003-01-20
812,2003-01-31
813,2002-09-03
814,2003-01-10
815,2002-05-25
816,2002-12-09
817,2003-02-20
818,2002-05-23
819,2002-08-13
820,2003-01-28
821,2003-01-08
822,2002-12-11
823,2003-01-06
824,2003-01-16
825,2003-01-22
826,2002-12-08
827,2002-08-30
828,2002-12-06
829,2002-08-11
830,2003-02-13
831,2002-05-19
832,2003-01-14
833,2003-01-12
834,2002-12-19
835,2003-02-12
836,2002-08-03
837,2002-12-05
838,2002-08-08
839,2003-02-18
840,2003-01-13
841,2002-12-01
842,2003-01-19
843,2002-08-23
844,2002-08-09
845,2003-01-25
846,2003-02-10
847,2002-08-10
848,2002-08-21
849,2002-08-27
850,2002-12-10
851,2002-12-03
852,2002-12-04
853,2002-08-20
854,2002-12-17
855,2003-01-27
856,2003-02-04
857,2003-02-06
858,2003-02-11
859,2002-08-29
860,2002-08-02
861,2002-05-17
862,2003-02-08
863,2003-01-21
864,2002-08-05
865,2002-11-30
866,2003-02-19
867,2002-12-12
868,2002-08-14
869,2003-02-17
870,2003-01-30
871,2002-08-07
872,2002-11-29
873,2003-01-02
874,2002-12-31
875,2003-01-01
876,2002-07-31
877,2002-07-26
878,2002-08-01
879,2002-07-25
880,2002-07-28
881,2002-07-29
882,2002-07-27
883,2002-07-30
884,2002-11-28
885,2002-11-27
886,2002-12-13
887,2002-12-14
888,2002-12-15
889,2002-07-24
890,2002-07-16
891,2002-07-22
892,2002-07-12
893,2002-07-20
894,2002-07-18
895,2002-07-23
896,2002-07-15
897,2002-07-19
898,2002-07-13
899,2002-07-21
900,2002-07-17
901,2002-07-14
902,2002-07-07
903,2002-06-29
904,2002-07-09
905,2002-06-19
906,2002-06-27
907,2002-07-06
908,2002-07-05
909,2002-06-26
910,2002-06-28
911,2002-06-17
912,2002-06-23
913,2002-07-01
914,2002-07-03
915,2002-06-18
916,2002-06-24
917,2002-07-08
918,2002-06-22
919,2002-07-11
920,2002-06-15
921,2002-06-20
922,2002-07-10
923,2002-07-04
924,2002-06-30
925,2002-06-21
926,2002-06-14
927,2002-07-02
928,2002-06-16
929,2002-06-25
930,2002-05-30
931,2002-06-03
932,2002-05-31
933,2002-06-07
934,2002-06-01
935,2002-06-13
936,2002-06-08
937,2002-06-11
938,2002-06-04
939,2002-06-12
940,2002-06-02
941,2002-06-09
942,2002-05-29
943,2002-06-06
944,2002-06-05
945,2002-06-10
946,2002-05-28
947,2001-09-02
948,2001-08-13
949,2001-09-03
950,2001-09-13
951,2001-11-24
952,2001-08-20
953,2001-10-08
954,2001-10-27
955,2001-09-19
956,2001-11-20
957,2001-09-29
958,2001-08-26
959,2001-08-30
960,2001-10-09
961,2001-11-18
962,2001-08-21
963,2001-12-14
964,2001-12-12
965,2001-09-22
966,2001-10-26
967,2001-08-15
968,2001-10-17
969,2001-11-28
970,2001-11-04
971,2001-10-24
972,2001-10-18
973,2001-09-24
974,2001-10-12
975,2001-09-27
976,2001-08-27
977,2001-09-07
978,2001-09-04
979,2001-10-20
980,2001-12-09
981,2001-10-23
982,2001-11-30
983,2001-11-10
984,2001-12-04
985,2001-10-25
986,2001-09-28
987,2001-11-12
988,2001-09-01
989,2001-12-20
990,2001-10-21
991,2001-09-17
992,2001-11-11
993,2001-10-29
994,2001-10-22
995,2001-11-06
996,2001-08-22
997,2001-08-14
998,2001-11-08
999,2001-09-09
1000,2001-09-25
1001,2001-08-28
1002,2001-09-14
1003,2001-08-10
1004,2001-08-24
1005,2001-10-02
1006,2001-12-01
1007,2001-11-03
1008,2001-12-07
1009,2001-11-26
1010,2001-09-15
1011,2001-09-23
1012,2001-12-13
1013,2001-12-16
1014,2001-12-06
1015,2001-11-15
1016,2001-10-16
1017,2001-09-21
1018,2001-09-05
1019,2001-10-07
1020,2001-08-31
1021,2001-10-31
1022,2001-11-19
1023,2001-08-23
1024,2001-10-01
1025,2001-10-19
1026,2001-12-10
1027,2001-11-29
1028,2001-12-02
1029,2001-11-07
1030,2001-10-30
1031,2001-12-18
1032,2001-09-10
1033,2001-10-04
1034,2001-09-08
1035,2001-11-05
1036,2001-11-21
1037,2001-09-06
1038,2001-11-22
1039,2001-11-09
1040,2001-12-08
1041,2001-08-29
1042,2001-09-16
1043,2001-11-02
1044,2001-09-20
1045,2001-08-17
1046,2001-12-19
1047,2001-10-15
1048,2001-10-28
1049,2001-11-16
1050,2001-11-23
1051,2001-12-15
1052,2001-11-17
1053,2001-10-05
1054,2001-09-12
1055,2001-11-25
1056,2001-12-05
1057,2001-12-03
1058,2001-08-19
1059,2001-12-17
1060,2001-10-14
1061,2001-10-03
1062,2001-09-18
1063,2001-08-11
1064,2001-11-14
1065,2001-11-01
1066,2001-09-26
1067,2001-10-10
1068,2001-10-13
1069,2001-08-12
1070,2001-12-11
1071,2001-08-18
1072,2001-10-11
1073,2001-10-06
1074,2001-11-27
1075,2001-08-25
1076,2001-08-16
1077,2001-09-11
1078,2001-09-30
1079,2001-11-13
1080,2001-07-22
1081,2001-07-20
1082,2001-07-18
1083,2001-07-26
1084,2001-08-04
1085,2001-08-01
1086,2001-08-02
1087,2001-08-09
1088,2001-08-07
1089,2001-07-25
1090,2001-07-21
1091,2001-07-24
1092,2001-07-19
1093,2001-07-23
1094,2001-08-05
1095,2001-07-30
1096,2001-07-28
1097,2001-07-31
1098,2001-08-03
1099,2001-07-27
1100,2001-08-06
1101,2001-07-29
1102,2001-08-08
1103,2001-05-22
1104,2001-06-29
1105,2001-07-15
1106,2001-07-08
1107,2001-06-09
1108,2001-06-06
1109,2001-06-27
1110,2001-07-07
1111,2001-06-05
1112,2001-06-16
1113,2001-05-28
1114,2001-06-11
1115,2001-06-14
1116,2001-05-30
1117,2001-06-30
1118,2001-06-17
1119,2001-07-06
1120,2001-06-24
1121,2001-06-10
1122,2001-05-27
1123,2001-07-16
1124,2001-05-29
1125,2001-07-12
1126,2001-05-21
1127,2001-07-02
1128,2001-06-22
1129,2001-06-13
1130,2001-06-18
1131,2001-06-12
1132,2001-07-03
1133,2001-06-26
1134,2001-06-19
1135,2001-06-03
1136,2001-05-20
1137,2001-06-02
1138,2001-05-26
1139,2001-06-04
1140,2001-05-23
1141,2001-06-21
1142,2001-07-05
1143,2001-05-19
1144,2001-06-15
1145,2001-06-07
1146,2001-05-17
1147,2001-05-18
1148,2001-06-23
1149,2001-07-17
1150,2001-07-09
1151,2001-06-20
1152,2001-06-08
1153,2001-06-28
1154,2001-05-31
1155,2001-07-01
1156,2001-07-13
1157,2001-05-16
1158,2001-06-25
1159,2001-07-11
1160,2001-07-14
1161,2001-07-04
1162,2001-05-24
1163,2001-06-01
1164,2001-07-10
1165,2001-05-25
1166,2001-12-23
1167,2002-01-02
1168,2001-12-22
1169,2001-12-31
1170,2001-12-28
1171,2001-12-25
1172,2001-12-30
1173,2001-12-27
1174,2001-12-29
1175,2001-12-24
1176,2001-12-26
1177,2001-12-21
1178,2002-01-03
1179,2002-01-01
1180,2001-05-15
1181,2001-05-13
1182,2001-05-10
1183,2001-05-14
1184,2001-05-05
1185,2001-05-11
1186,2001-05-04
1187,2001-05-08
1188,2001-05-12
1189,2001-05-06
1190,2001-05-07
1191,2001-05-09
1192,2000-02-03
1193,2000-02-01
1194,2000-01-14
1195,2000-01-23
1196,2000-02-06
1197,2000-01-24
1198,2000-01-29
1199,2000-01-16
1200,2000-01-30
1201,2000-02-09
1202,2000-01-21
1203,2000-01-25
1204,2000-01-28
1205,2000-01-26
1206,2000-02-05
1207,2000-01-12
1208,2000-01-31
1209,2000-01-20
1210,2000-02-04
1211,2000-01-13
1212,2000-02-08
1213,2000-01-22
1214,2000-01-18
1215,2000-01-17
1216,2000-01-19
1217,2000-02-02
1218,2000-01-27
1219,2000-02-07
1220,2000-01-15
1221,2000-02-11
1222,2000-03-08
1223,2000-02-28
1224,2000-01-11
1225,2000-02-10
1226,2000-03-06
1227,2000-02-15
1228,2000-03-05
1229,2000-02-22
1230,2000-02-29
1231,2000-02-21
1232,2000-03-23
1233,2000-01-01
1234,2000-01-07
1235,2000-02-23
1236,2000-01-06
1237,2000-01-02
1238,2000-01-09
1239,2000-03-27
1240,2000-03-01
1241,2000-02-14
1242,2000-02-12
1243,2000-02-16
1244,2000-03-19
1245,2000-02-24
1246,2000-02-17
1247,2000-02-13
1248,2000-03-02
1249,2000-02-27
1250,2000-01-10
1251,2000-01-04
1252,2000-03-22
1253,2000-01-05
1254,2000-03-28
1255,2000-03-07
1256,2000-03-09
1257,2000-03-20
1258,2000-01-08
1259,2000-03-21
1260,2000-01-03
1261,2000-03-11
1262,2000-03-17
1263,2000-05-02
1264,2000-05-12
1265,2000-02-25
1266,2000-04-11
1267,2000-05-18
1268,2000-05-14
1269,2000-03-14
1270,2000-05-11
1271,2000-05-15
1272,2000-05-07
1273,2000-03-12
1274,2000-03-30
1275,2000-04-01
1276,2000-03-15
1277,2000-04-18
1278,2000-05-06
1279,2000-04-19
1280,2000-04-02
1281,2000-03-03
1282,2000-04-25
1283,2000-04-29
1284,2000-05-09
1285,2000-04-15
1286,2000-04-04
1287,2000-04-21
1288,2000-05-03
1289,2000-04-16
1290,2000-02-18
1291,2000-02-19
1292,2000-05-13
1293,2000-04-26
1294,2000-02-20
1295,2000-04-08
1296,2000-05-05
1297,2000-05-01
1298,2000-04-09
1299,2000-04-17
1300,2000-04-07
1301,2000-03-18
1302,2000-04-06
1303,2000-04-23
1304,2000-03-16
1305,2000-03-24
1306,2000-04-14
1307,2000-04-28
1308,2000-03-31
1309,2000-04-13
1310,2000-04-05
1311,2000-04-20
1312,2000-04-30
1313,2000-04-27
1314,2000-05-10
1315,2000-03-25
1316,2000-04-03
1317,2000-03-10
1318,2000-05-08
1319,2000-04-22
1320,2000-04-24
1321,2000-05-16
1322,2000-05-17
1323,2000-03-04
1324,2000-03-26
1325,2000-03-13
1326,2000-03-29
1327,2000-04-10
1328,2000-02-26
1329,2000-04-12
1330,2000-05-04
1331,2005-11-23
1332,2006-03-19
1333,2005-11-24
1334,2006-03-17
1335,2006-01-30
1336,2006-03-01
1337,2005-12-21
1338,2005-12-13
1339,2005-12-29
1340,2005-12-26
1341,2005-11-20
1342,2006-01-01
1343,2006-01-20
1344,2005-12-18
1345,2006-01-18
1346,2006-03-14
1347,2005-12-17
1348,2006-01-26
1349,2006-01-29
1350,2006-02-22
1351,2006-03-05
1352,2006-02-14
1353,2006-03-21
1354,2006-02-26
1355,2006-03-29
1356,2005-12-28
1357,2006-03-02
1358,2006-01-19
1359,2006-04-03
1360,2005-12-12
1361,2006-02-21
1362,2006-02-06
1363,2005-11-27
1364,2006-02-25
1365,2005-11-30
1366,2006-02-08
1367,2006-01-12
1368,2006-03-11
1369,2006-03-18
1370,2006-02-07
1371,2006-02-10
1372,2006-01-11
1373,2006-02-17
1374,2005-12-30
1375,2006-01-08
1376,2006-03-07
1377,2006-03-15
1378,2005-12-20
1379,2006-01-05
1380,2006-04-06
1381,2005-11-22
1382,2006-03-26
1383,2006-03-16
1384,2006-01-07
1385,2006-02-20
1386,2005-12-24
1387,2006-03-04
1388,2006-02-19
1389,2005-12-25
1390,2006-01-25
1391,2006-01-22
1392,2006-01-06
1393,2005-12-04
1394,2005-12-05
1395,2006-03-12
1396,2005-12-07
1397,2006-04-02
1398,2006-01-13
1399,2006-02-11
1400,2006-03-09
1401,2006-01-03
1402,2005-12-31
1403,2005-12-27
1404,2005-12-08
1405,2006-02-27
1406,2006-03-13
1407,2006-03-24
1408,2006-01-04
1409,2006-03-25
1410,2005-12-10
1411,2006-01-17
1412,2006-01-14
1413,2006-01-28
1414,2006-03-20
1415,2005-11-25
1416,2005-11-19
1417,2006-02-01
1418,2005-12-14
1419,2005-12-06
1420,2006-01-24
1421,2006-02-28
1422,2005-12-16
1423,2005-12-15
1424,2006-01-23
1425,2006-02-03
1426,2006-04-05
1427,2006-01-31
1428,2006-02-12
1429,2006-03-08
1430,2006-02-09
1431,2006-02-02
1432,2005-12-23
1433,2005-12-02
1434,2005-12-01
1435,2005-12-03
1436,2006-01-02
1437,2005-11-21
1438,2006-02-18
1439,2006-03-22
1440,2006-03-03
1441,2006-02-04
1442,2006-01-09
1443,2005-12-19
1444,2005-11-18
1445,2005-11-26
1446,2005-12-11
1447,2006-02-05
1448,2005-12-22
1449,2006-03-23
1450,2005-12-09
1451,2006-03-10
1452,2006-01-10
1453,2006-02-16
1454,2005-11-28
1455,2006-04-01
1456,2006-01-27
1457,2006-03-31
1458,2006-03-30
1459,2006-01-16
1460,2006-02-15
1461,2006-04-04
1462,2006-03-06
1463,2006-01-15
1464,2006-02-13
1465,2006-01-21
1466,2006-03-28
1467,2006-02-24
1468,2005-11-29
1469,2006-02-23
1470,2006-03-27
1471,2006-04-25
1472,2006-04-18
1473,2006-04-24
1474,2006-04-07
1475,2006-04-19
1476,2006-04-10
1477,2006-04-08
1478,2006-04-14
1479,2006-04-16
1480,2006-04-21
1481,2006-04-17
1482,2006-04-26
1483,2006-04-15
1484,2006-04-12
1485,2006-04-20
1486,2006-04-13
1487,2006-04-27
1488,2006-04-09
1489,2006-04-11
1490,2006-04-23
1491,2006-04-22
1492,2005-11-05
1493,2005-11-16
1494,2005-11-17
1495,2005-11-14
1496,2005-11-13
1497,2005-11-06
1498,2005-11-15
